FIRST NAME,LAST NAME,SEX,DOJ,CURRENT DATE,DESIGNATION,AGE,UNIT,LEAVES USED,LEAVES REMAINING,RATINGS,PAST EXP,SALARY,DAY,DAY NAME,MONTH,YEAR
JUDITH,ALSINA,F,06-11-2013,07-01-2016,Analyst,23,Management,30,0,3,0,46927,6,Wednesday,11,2013
ROLAND,ACAMPORA,M,10-03-2014,07-01-2016,Analyst,23,IT,23,7,5,0,49712,10,Monday,3,2014
ANNMARIE,ARAKAKI,F,24-10-2014,07-01-2016,Analyst,21,Operations,30,0,4,0,46772,24,Friday,10,2014
FERDINAND,ALBERRY,M,28-07-2013,07-01-2016,Manager,34,Marketing,27,3,2,11,138812,28,Sunday,7,2013
TITUS,ALLBRITTON,M,13-01-2015,07-01-2016,Analyst,23,Finance,23,7,5,1,40196,13,Tuesday,1,2015
RONNIE,ABOOD,M,11-05-2012,07-01-2016,Senior Analyst,28,Management,22,8,4,1,51084,11,Friday,5,2012
MARTA,ANDESON,F,03-06-2013,07-01-2016,Analyst,25,Web,19,11,3,1,46927,3,Monday,6,2013
STACEY,AMADON,F,12-12-2013,07-01-2016,Analyst,24,Web,22,8,2,1,46349,12,Thursday,12,2013
MARGRET,ANKENY,F,03-03-2012,07-01-2016,Senior Analyst,26,Finance,22,8,2,0,50343,3,Saturday,3,2012
CAMILLA,ARCUDI,F,07-10-2014,07-01-2016,Analyst,24,Web,17,13,2,2,45507,7,Tuesday,10,2014
ALISA,ANGELOTTI,F,31-03-2011,07-01-2016,Associate,30,Finance,24,6,5,2,81319,31,Thursday,3,2011
DEON,ALDANA,M,02-05-2013,07-01-2016,Analyst,25,Operations,27,3,3,1,46322,2,Thursday,5,2013
ALFONSO,ADAMEK,M,27-03-2013,07-01-2016,Analyst,23,Management,17,13,2,0,42950,27,Wednesday,3,2013
CHRIS,ANDREW,F,05-10-2014,07-01-2016,Analyst,24,Web,29,1,5,2,48660,5,Sunday,10,2014
ROSCOE,AGUSTIN,M,08-11-2013,07-01-2016,Analyst,24,IT,22,8,3,1,41920,8,Friday,11,2013
DELORES,AMANZA,F,10-04-2013,07-01-2016,Analyst,21,Web,21,9,2,0,47754,10,Wednesday,4,2013
MITCHEL,ALBAN,M,22-10-2013,07-01-2016,Analyst,21,IT,18,12,4,0,42395,22,Tuesday,10,2013
DILLON,ALERT,M,12-01-2014,07-01-2016,Analyst,22,Web,26,4,3,0,44555,12,Sunday,1,2014
AMPARO,APUZZI,F,27-01-2015,07-01-2016,Analyst,25,Management,15,15,5,3,44112,27,Tuesday,1,2015
ELVA,ANDRZEJCZAK,F,19-02-2014,07-01-2016,Analyst,22,Web,23,7,3,0,46029,19,Wednesday,2,2014
JENA,ARENDS,F,12-10-2013,07-01-2016,Analyst,21,Marketing,20,10,5,0,47134,12,Saturday,10,2013
JARRED,ALDREDGE,M,21-11-2014,07-01-2016,Analyst,23,IT,27,3,4,1,47736,21,Friday,11,2014
LUCIA,ANDES,F,16-10-2013,07-01-2016,Analyst,23,Marketing,18,12,3,0,45460,16,Wednesday,10,2013
HIRAM,AIKENS,M,30-04-2014,07-01-2016,Senior Analyst,26,IT,23,7,2,0,58872,30,Wednesday,4,2014
BESS,ARGABRIGHT,F,06-03-2013,07-01-2016,Analyst,25,Finance,19,11,5,1,48458,6,Wednesday,3,2013
EMILE,ALBINO,M,04-06-2014,07-01-2016,Analyst,23,IT,24,6,4,0,44178,4,Wednesday,6,2014
TONIA,ANGOTTI,F,20-01-2013,07-01-2016,Analyst,24,Web,28,2,2,0,41045,20,Sunday,1,2013
TYRON,ALHADDAD,M,09-06-2013,07-01-2016,Analyst,22,IT,25,5,2,0,45193,9,Sunday,6,2013
MARIA,ALEA,M,13-05-2013,07-01-2016,Analyst,22,Operations,17,13,4,0,42853,13,Monday,5,2013
ZELLA,ARIMAS,F,09-03-2013,07-01-2016,Analyst,24,Management,24,6,4,0,49633,9,Saturday,3,2013
NESTOR,AITKEN,M,10-08-2014,07-01-2016,Analyst,23,Operations,21,9,5,1,45306,10,Sunday,8,2014
TONY,ABEITA,M,29-03-2012,07-01-2016,Manager,34,Finance,20,10,4,7,100874,29,Thursday,3,2012
LORIE,ANNAN,F,01-05-2014,07-01-2016,Analyst,25,Operations,17,13,4,2,43909,1,Thursday,5,2014
BETTYE,ANOLICK,F,22-10-2014,07-01-2016,Analyst,21,Finance,28,2,3,0,43907,22,Wednesday,10,2014
HUBERT,ADAMAITIS,M,30-07-2014,07-01-2016,Analyst,22,IT,25,5,3,0,43733,30,Wednesday,7,2014
MAY,ANDERLIK,F,12-10-2013,07-01-2016,Analyst,25,IT,22,8,5,2,47464,12,Saturday,10,2013
DANETTE,AREOLA,F,03-12-2013,07-01-2016,Senior Analyst,28,Management,24,6,4,5,58617,3,Tuesday,12,2013
HANNAH,AMORIM,F,11-11-2014,07-01-2016,Analyst,23,Marketing,17,13,2,1,41636,11,Tuesday,11,2014
CINDY,ALTMANN,F,11-08-2013,07-01-2016,Analyst,25,Finance,20,10,2,2,42886,11,Sunday,8,2013
HERMAN,ABRAMSON,M,04-02-2011,07-01-2016,Associate,30,Operations,30,0,3,4,89843,4,Friday,2,2011
TIFFANI,ARMATO,F,15-12-2013,07-01-2016,Analyst,21,Operations,30,0,3,0,47018,15,Sunday,12,2013
TERA,ARGUMEDO,F,14-10-2014,07-01-2016,Analyst,24,Management,23,7,3,2,40180,14,Tuesday,10,2014
DALIA,ARLOTTA,F,21-06-2012,07-01-2016,Senior Analyst,28,Web,25,5,4,0,55790,21,Thursday,6,2012
DENNIS,ABASTA,M,20-10-2014,07-01-2016,Analyst,24,Marketing,29,1,2,2,47194,20,Monday,10,2014
ROYAL,ALBERTI,M,20-09-2014,07-01-2016,Analyst,23,Finance,25,5,3,1,44799,20,Saturday,9,2014
STEPHAN,AGIB,M,22-01-2014,07-01-2016,Analyst,21,IT,30,0,2,0,49609,22,Wednesday,1,2014
JONAS,ALBAIR,M,11-01-2013,07-01-2016,Analyst,25,Marketing,22,8,4,1,48104,11,Friday,1,2013
ARMAND,AHLHEIM,M,28-02-2014,07-01-2016,Analyst,25,Operations,30,0,4,2,43125,28,Friday,2,2014
SANTO,ALLMOND,M,29-12-2013,07-01-2016,Senior Analyst,26,Finance,16,14,5,1,60520,29,Sunday,12,2013
QUINN,ALEXION,M,07-10-2014,07-01-2016,Analyst,21,Finance,18,12,3,0,41124,7,Tuesday,10,2014
ROWENA,ARAUJO,F,27-02-2013,07-01-2016,Analyst,24,Management,15,15,4,0,47774,27,Wednesday,2,2013
GERMAINE,ARCENEAUX,F,12-11-2014,07-01-2016,Analyst,22,IT,21,9,2,0,47013,12,Wednesday,11,2014
RODNEY,ABELLA,M,01-09-2012,07-01-2016,Senior Manager,35,Management,17,13,3,8,185205,1,Saturday,9,2012
TERRENCE,ACOCELLA,M,06-03-2013,07-01-2016,Analyst,23,Web,18,12,3,0,43777,6,Wednesday,3,2013
KAREEM,ALBERTY,M,09-04-2013,07-01-2016,Analyst,22,Marketing,27,3,4,0,46703,9,Tuesday,4,2013
SANDRA,ALNAS,F,18-08-2013,07-01-2016,Analyst,22,Finance,28,2,2,0,43189,18,Sunday,8,2013
ERROL,AKO,M,18-11-2014,07-01-2016,Analyst,22,Operations,29,1,3,0,48035,18,Tuesday,11,2014
DOMINGO,AGAR,M,04-11-2013,07-01-2016,Analyst,25,IT,17,13,3,2,41866,4,Monday,11,2013
SCOTTY,AHAL,M,03-08-2014,07-01-2016,Analyst,24,IT,25,5,5,2,41466,3,Sunday,8,2014
LORETTA,ALVOREZ,F,19-03-2014,07-01-2016,Associate,32,Management,26,4,4,6,97684,19,Wednesday,3,2014
SHANNA,ANGELLE,F,20-04-2012,07-01-2016,Senior Analyst,25,Operations,23,7,3,0,59398,20,Friday,4,2012
JAN,AFZAL,M,19-11-2014,07-01-2016,Analyst,23,IT,17,13,2,1,46783,19,Wednesday,11,2014
ALTON,ADDERLY,M,26-02-2013,07-01-2016,Analyst,22,IT,22,8,4,0,43240,26,Tuesday,2,2013
LONG,ALLINGTON,M,25-01-2014,07-01-2016,Analyst,22,Operations,22,8,4,0,48147,25,Saturday,1,2014
RACHEAL,ARGENZIANO,F,08-03-2014,07-01-2016,Analyst,22,IT,30,0,3,0,41929,8,Saturday,3,2014
TIA,ANTES,F,25-10-2013,07-01-2016,Analyst,22,Web,24,6,2,0,49937,25,Friday,10,2013
LIZA,ANTRIM,F,13-01-2014,07-01-2016,Associate,29,Operations,22,8,4,6,97400,13,Monday,1,2014
RUDOLPH,ADDAIR,M,11-10-2014,07-01-2016,Analyst,23,Web,19,11,3,1,47203,11,Saturday,10,2014
GILBERTO,ADLING,M,09-06-2011,07-01-2016,Senior Manager,37,IT,28,2,4,10,199060,9,Thursday,6,2011
MEREDITH,ANASTASIA,F,12-04-2013,07-01-2016,Analyst,23,Web,21,9,2,0,43900,12,Friday,4,2013
WILSON,ADERHOLDT,M,05-02-2014,07-01-2016,Analyst,21,Marketing,24,6,5,0,45964,5,Wednesday,2,2014
COLEMAN,ALCIDE,M,29-08-2013,07-01-2016,Analyst,25,Finance,26,4,3,2,48823,29,Thursday,8,2013
REED,AIELLO,M,27-05-2014,07-01-2016,Analyst,21,IT,29,1,2,0,43246,27,Tuesday,5,2014
RYAN,ARMENTOR,F,19-04-2013,07-01-2016,Analyst,25,Web,26,4,4,1,42096,19,Friday,4,2013
LELAND,ADGER,M,11-08-2014,07-01-2016,Analyst,24,Finance,15,15,4,2,46326,11,Monday,8,2014
RENATO,ALKBSH,M,24-11-2013,07-01-2016,Analyst,22,Web,28,2,2,0,46367,24,Sunday,11,2013
GALEN,AIYER,M,27-03-2014,07-01-2016,Analyst,24,Finance,17,13,2,1,43949,27,Thursday,3,2014
JUDSON,ALDI,M,09-12-2013,07-01-2016,Analyst,22,Finance,21,9,5,0,49140,9,Monday,12,2013
KIRSTEN,ANGLEBRANDT,F,23-02-2014,07-01-2016,Analyst,24,Marketing,25,5,5,1,47109,23,Sunday,2,2014
LON,ALAPAI,M,20-06-2013,07-01-2016,Analyst,22,Operations,23,7,3,0,43210,20,Thursday,6,2013
NATASHA,AMEZCUA,F,18-07-2014,07-01-2016,Analyst,21,IT,19,11,3,0,40041,18,Friday,7,2014
NAN,ARCHIE,F,22-07-2013,07-01-2016,Analyst,21,IT,26,4,3,0,43383,22,Monday,7,2013
PAT,ADY,M,01-07-2014,07-01-2016,Associate,29,Operations,26,4,4,3,93279,1,Tuesday,7,2014
JERROLD,ALEX,M,10-09-2014,07-01-2016,Analyst,23,Operations,15,15,4,1,44416,10,Wednesday,9,2014
EDMOND,AGEBOI,M,17-07-2013,07-01-2016,Analyst,21,Marketing,27,3,2,0,41741,17,Wednesday,7,2013
BLANCA,AMPY,F,09-01-2014,07-01-2016,Analyst,25,Web,28,2,3,2,40238,9,Thursday,1,2014
LAWANDA,APKIN,F,02-05-2013,07-01-2016,Analyst,24,Web,15,15,3,0,43429,2,Thursday,5,2013
DUNCAN,ALARCONE,M,10-01-2015,07-01-2016,Analyst,25,Operations,25,5,2,3,42830,10,Saturday,1,2015
JOLENE,ANGIONE,F,05-09-2014,07-01-2016,Analyst,23,Marketing,23,7,3,1,42837,5,Friday,9,2014
KATHERYN,ARAMBUIA,F,28-08-2013,07-01-2016,Senior Analyst,26,IT,19,11,4,0,57169,28,Wednesday,8,2013
TEODORO,ALICEA,M,08-02-2014,07-01-2016,Analyst,24,IT,20,10,2,1,45754,8,Saturday,2,2014
MICHAL,ALMASI,M,05-07-2012,07-01-2016,Senior Analyst,28,Finance,22,8,3,1,52739,5,Thursday,7,2012
MAXINE,AMBRES,F,05-05-2013,07-01-2016,Analyst,22,IT,26,4,4,0,48360,5,Sunday,5,2013
MICHAELA,ARDION,F,07-01-2015,07-01-2016,Analyst,21,Marketing,20,10,3,0,49610,7,Wednesday,1,2015
BERNADINE,ANSELMO,F,27-11-2014,07-01-2016,Analyst,23,Operations,28,2,2,1,48672,27,Thursday,11,2014
LETTIE,ARISTIDE,F,10-08-2014,07-01-2016,Analyst,23,Finance,25,5,5,1,41756,10,Sunday,8,2014
PORTER,ALMAND,M,26-12-2013,07-01-2016,Analyst,23,Marketing,15,15,2,0,43051,26,Thursday,12,2013
JOCELYN,ANGERON,F,26-08-2013,07-01-2016,Analyst,21,Web,24,6,2,0,42895,26,Monday,8,2013
CORNELIUS,AELING,M,30-08-2014,07-01-2016,Senior Analyst,25,Marketing,15,15,5,0,50524,30,Saturday,8,2014
KRISTIN,AMAKER,F,22-09-2014,07-01-2016,Analyst,25,Web,20,10,5,3,45128,22,Monday,9,2014
MAXWELL,AIPPERSPACH,M,18-09-2010,07-01-2016,Manager,33,Marketing,26,4,4,4,129334,18,Saturday,9,2010
ELNORA,ANTIGNANI,F,18-12-2014,07-01-2016,Analyst,24,Management,24,6,3,2,46291,18,Thursday,12,2014
GRACIE,ANGLIN,F,05-03-2014,07-01-2016,Analyst,23,Finance,23,7,4,0,42455,5,Wednesday,3,2014
SYLVESTER,ADERMAN,M,20-01-2015,07-01-2016,Associate,29,Web,30,0,3,7,95039,20,Tuesday,1,2015
JERRI,ANTONSON,F,29-05-2013,07-01-2016,Analyst,23,Finance,23,7,2,0,49437,29,Wednesday,5,2013
MERLE,AESCHLIMANN,M,26-11-2013,07-01-2016,Analyst,22,Finance,26,4,2,0,45108,26,Tuesday,11,2013
RHETT,ALLEMAN,M,13-02-2013,07-01-2016,Analyst,24,Web,28,2,5,0,47577,13,Wednesday,2,2013
MARSHA,AMBROGI,F,25-01-2012,07-01-2016,Associate,29,Operations,26,4,4,0,98323,25,Wednesday,1,2012
ANASTASIA,APRESA,F,22-01-2013,07-01-2016,Analyst,22,Web,16,14,4,0,40780,22,Tuesday,1,2013
BURL,ALEXIS,M,18-09-2014,07-01-2016,Analyst,22,Operations,22,8,2,0,40001,18,Thursday,9,2014
BIRDIE,ARENBURG,F,25-09-2013,07-01-2016,Analyst,21,Marketing,24,6,4,0,46012,25,Wednesday,9,2013
ORA,ANDRACKI,F,21-05-2013,07-01-2016,Analyst,23,Management,30,0,4,0,45380,21,Tuesday,5,2013
EMIL,AGEE,M,08-01-2013,07-01-2016,Associate,32,Management,26,4,3,6,75288,8,Tuesday,1,2013
BRYCE,AGOSTI,M,21-09-2013,07-01-2016,Analyst,24,IT,15,15,2,1,42376,21,Saturday,9,2013
SAMATHA,ARISUMI,F,05-04-2013,07-01-2016,Analyst,21,Web,26,4,5,0,46734,5,Friday,4,2013
RAYFORD,ALLBONES,M,21-09-2013,07-01-2016,Analyst,23,Web,30,0,5,0,42345,21,Saturday,9,2013
GINGER,ANANIAS,F,10-08-2012,07-01-2016,Senior Analyst,28,Finance,30,0,4,3,62859,10,Friday,8,2012
FLORENCE,ALTIERY,F,19-04-2013,07-01-2016,Analyst,21,Finance,29,1,5,0,41564,19,Friday,4,2013
RACHELLE,ANGEVINE,F,01-01-2015,07-01-2016,Analyst,25,Web,23,7,5,3,48808,1,Thursday,1,2015
GRACE,ALTMARK,F,21-11-2014,07-01-2016,Analyst,25,Operations,24,6,3,3,42112,21,Friday,11,2014
BEVERLY,ALSPAUGH,F,17-10-2013,07-01-2016,Analyst,24,Web,22,8,5,1,40310,17,Thursday,10,2013
VALENCIA,ARLEDGE,F,28-05-2013,07-01-2016,Manager,34,Finance,30,0,2,10,128068,28,Tuesday,5,2013
MAJOR,ALBARAZI,M,20-09-2013,07-01-2016,Analyst,22,Operations,28,2,3,0,48587,20,Friday,9,2013
PAMALA,ARDINGER,F,10-10-2012,07-01-2016,Associate,29,Operations,26,4,5,1,89965,10,Wednesday,10,2012
SEAN,ABDULMUNIEM,M,01-11-2014,07-01-2016,Analyst,25,Marketing,22,8,5,3,47289,1,Saturday,11,2014
THELMA,ALTOMARE,F,08-02-2013,07-01-2016,Analyst,21,IT,28,2,3,0,46597,8,Friday,2,2013
LESA,ARCA,F,27-01-2014,07-01-2016,Associate,28,Web,23,7,5,2,95938,27,Monday,1,2014
MARGERY,ANZALDUA,F,08-04-2011,07-01-2016,Manager,35,Marketing,21,9,4,8,148890,8,Friday,4,2011
LETHA,ANSPAUGH,F,06-01-2013,07-01-2016,Analyst,21,Operations,16,14,4,0,40551,6,Sunday,1,2013
TANA,ARMBRESTER,F,28-02-2013,07-01-2016,Analyst,24,Operations,15,15,2,0,46127,28,Thursday,2,2013
SHIRLEY,ALONSO,F,26-11-2012,07-01-2016,Senior Analyst,28,Finance,19,11,4,4,56518,26,Monday,11,2012
BERYL,ARAKI,F,12-04-2014,07-01-2016,Analyst,22,Management,26,4,5,0,43096,12,Saturday,4,2014
RENA,ANDREA,F,16-08-2013,07-01-2016,Analyst,21,Management,28,2,3,0,48190,16,Friday,8,2013
DEIRDRE,APPELL,F,30-10-2014,07-01-2016,Associate,28,IT,20,10,2,4,97478,30,Thursday,10,2014
MALINDA,ANTONELLIS,F,22-08-2012,07-01-2016,Associate,28,IT,26,4,2,2,76887,22,Wednesday,8,2012
OCTAVIA,ARCEA,F,02-03-2013,07-01-2016,Analyst,24,Finance,22,8,2,0,45619,2,Saturday,3,2013
KATHRINE,ANZURES,F,27-03-2014,07-01-2016,Analyst,25,Marketing,17,13,2,2,45754,27,Thursday,3,2014
FRITZ,ALCOTT,M,13-01-2013,07-01-2016,Analyst,21,Operations,27,3,2,0,45485,13,Sunday,1,2013
IVORY,ALCON,M,17-01-2013,07-01-2016,Senior Analyst,27,Finance,21,9,2,1,65806,17,Thursday,1,2013
KATINA,ARAKAWA,F,25-07-2014,07-01-2016,Analyst,24,Finance,18,12,4,2,48976,25,Friday,7,2014
BUCK,ALMAREZ,M,27-05-2014,07-01-2016,Analyst,25,Web,23,7,3,2,47530,27,Tuesday,5,2014
PAIGE,ANGERS,F,05-07-2014,07-01-2016,Senior Analyst,28,Operations,26,4,4,3,52324,5,Saturday,7,2014
HENRY,ABAUNZA,M,11-01-2015,07-01-2016,Analyst,25,Web,19,11,5,3,43563,11,Sunday,1,2015
DELBERT,ADELBLUE,M,21-03-2013,07-01-2016,Analyst,23,Finance,25,5,5,0,48788,21,Thursday,3,2013
VIRGINA,AREL,F,29-07-2013,07-01-2016,Analyst,21,Operations,29,1,5,0,48240,29,Monday,7,2013
CLIFF,AHLER,M,10-09-2014,07-01-2016,Analyst,25,Marketing,18,12,3,3,47881,10,Wednesday,9,2014
SONYA,AMMANN,F,05-07-2014,07-01-2016,Director,41,IT,30,0,2,17,234374,5,Saturday,7,2014
CALEB,ADON,M,26-09-2013,07-01-2016,Analyst,23,Management,17,13,4,0,45822,26,Thursday,9,2013
STACEY,AHSING,M,13-07-2014,07-01-2016,Analyst,24,IT,18,12,5,2,40318,13,Sunday,7,2014
DOYLE,ADRIANO,M,29-08-2013,07-01-2016,Analyst,21,Web,22,8,4,0,48155,29,Thursday,8,2013
MARISSA,ANDROSKY,F,30-10-2013,07-01-2016,Senior Analyst,25,Marketing,16,14,4,1,51565,30,Wednesday,10,2013
ARLEN,ALLEVA,M,02-08-2013,07-01-2016,Analyst,24,IT,24,6,2,1,40285,2,Friday,8,2013
FREDDIE,ACOFF,M,27-01-2015,07-01-2016,Analyst,21,Web,17,13,3,0,40929,27,Tuesday,1,2015
MAURINE,ARENDALL,F,11-10-2014,07-01-2016,Analyst,22,Operations,25,5,4,0,45528,11,Saturday,10,2014
VERONICA,ALVARES,F,22-06-2013,07-01-2016,Analyst,25,Management,24,6,5,1,41203,22,Saturday,6,2013
DARLA,ANDERL,F,21-03-2013,07-01-2016,Analyst,23,Marketing,19,11,5,0,42864,21,Thursday,3,2013
PATRICA,ANGELINO,F,08-05-2013,07-01-2016,Senior Analyst,26,Web,30,0,5,1,62169,8,Wednesday,5,2013
SHELDON,ADORNO,M,18-07-2009,07-01-2016,Director,44,Web,24,6,5,13,294564,18,Saturday,7,2009
KRYSTAL,AMYOTTE,F,12-08-2013,07-01-2016,Associate,29,IT,25,5,5,6,92774,12,Monday,8,2013
JOANNA,AMIN,F,20-04-2012,07-01-2016,Senior Analyst,26,Finance,29,1,2,0,61956,20,Friday,4,2012
BERNARDO,AIHARA,M,24-08-2014,07-01-2016,Analyst,23,Web,18,12,5,1,44076,24,Sunday,8,2014
BONNIE,ALTENHOFEN,F,04-02-2013,07-01-2016,Analyst,21,Operations,28,2,3,0,44948,4,Monday,2,2013
JAME,ALALEM,M,01-08-2014,07-01-2016,Analyst,24,IT,18,12,2,2,46935,1,Friday,8,2014
JASMIN,ARCILA,F,09-02-2014,07-01-2016,Analyst,25,Marketing,16,14,3,2,41125,9,Sunday,2,2014
LAVERNE,ANCTIL,F,19-03-2014,07-01-2016,Analyst,22,Operations,29,1,3,0,46151,19,Wednesday,3,2014
EDDIE,APLING,F,25-07-2013,07-01-2016,Analyst,21,Finance,21,9,3,0,42751,25,Thursday,7,2013
AMANDA,ALPHA,F,19-09-2014,07-01-2016,Analyst,22,IT,22,8,2,0,45487,19,Friday,9,2014
JAN,AMMAR,F,01-12-2013,07-01-2016,Senior Analyst,25,Finance,21,9,3,1,60125,1,Sunday,12,2013
VEDA,ARGUILLO,F,14-04-2014,07-01-2016,Senior Analyst,26,IT,19,11,3,3,52224,14,Monday,4,2014
ROCKY,AGONOY,M,27-09-2013,07-01-2016,Analyst,23,Marketing,24,6,3,0,42793,27,Friday,9,2013
CRUZ,ARKEMA,F,07-06-2013,07-01-2016,Analyst,24,Finance,18,12,4,0,48393,7,Friday,6,2013
MONA,ANAGNOS,F,12-10-2012,07-01-2016,Senior Analyst,28,Management,26,4,4,4,60853,12,Friday,10,2012
BOBBIE,AMEN,F,11-02-2014,07-01-2016,Analyst,23,Management,17,13,5,0,44412,11,Tuesday,2,2014
CLEMENTE,ALLAH,M,04-01-2014,07-01-2016,Analyst,22,Finance,22,8,3,0,45689,4,Saturday,1,2014
WILLARD,ACKERS,M,14-01-2013,07-01-2016,Analyst,25,Finance,24,6,3,1,44354,14,Monday,1,2013
COURTNEY,AMBERG,F,14-01-2013,07-01-2016,Senior Analyst,26,Management,17,13,2,0,68026,14,Monday,1,2013
FRANKLYN,ALMAGUER,M,20-03-2014,07-01-2016,Analyst,25,Operations,26,4,5,2,47564,20,Thursday,3,2014
SHON,ALMAS,M,21-02-2014,07-01-2016,Analyst,24,Web,25,5,3,1,45344,21,Friday,2,2014
ANTHONY,AARSVOLD,M,15-09-2011,07-01-2016,Senior Manager,35,Management,16,14,4,10,176158,15,Thursday,9,2011
BRITNEY,ARASHIRO,F,18-05-2013,07-01-2016,Analyst,23,IT,20,10,4,0,46414,18,Saturday,5,2013
ADRIANA,ANDREOLA,F,12-10-2014,07-01-2016,Analyst,23,Web,24,6,3,1,42962,12,Sunday,10,2014
MOHAMED,ALESSANDRONI,M,05-07-2011,07-01-2016,Manager,32,IT,27,3,5,6,137754,5,Tuesday,7,2011
KRIS,APA,F,09-01-2014,07-01-2016,Analyst,21,IT,15,15,5,0,43797,9,Thursday,1,2014
JOANNE,ALUQDAH,F,15-10-2013,07-01-2016,Analyst,22,Marketing,24,6,4,0,44697,15,Tuesday,10,2013
WILMA,AMADOR,F,07-04-2014,07-01-2016,Analyst,21,Marketing,27,3,4,0,43393,7,Monday,4,2014
RUDY,ADDEO,M,22-01-2015,07-01-2016,Analyst,23,Marketing,27,3,4,1,47157,22,Thursday,1,2015
LORNA,ANEY,F,01-04-2014,07-01-2016,Analyst,23,Management,23,7,4,0,43172,1,Tuesday,4,2014
ROCHELLE,ANCAR,F,14-04-2013,07-01-2016,Manager,34,Finance,30,0,2,7,106755,14,Sunday,4,2013
LETICIA,AMREIN,F,11-11-2013,07-01-2016,Analyst,21,IT,15,15,5,0,40902,11,Monday,11,2013
MABLE,AMUNRUD,F,14-04-2014,07-01-2016,Analyst,22,Operations,24,6,3,0,40013,14,Monday,4,2014
ANNETTE,ALVEY,F,24-05-2013,07-01-2016,Analyst,25,Management,23,7,3,1,43162,24,Friday,5,2013
JOSEPH,AALUND,M,11-11-2013,07-01-2016,Analyst,23,Operations,20,10,2,0,46612,11,Monday,11,2013
CATALINA,ANTAYA,F,15-05-2014,07-01-2016,Analyst,23,Operations,19,11,5,0,47633,15,Thursday,5,2014
AUTUMN,ANICHINI,F,28-12-2014,07-01-2016,Analyst,22,Marketing,24,6,2,0,47039,28,Sunday,12,2014
RICKY,ABILD,M,26-08-2013,07-01-2016,Analyst,25,Web,30,0,5,2,48406,26,Monday,8,2013
DUSTY,ALBE,M,05-11-2014,07-01-2016,Analyst,22,Operations,22,8,4,0,42840,5,Wednesday,11,2014
KIMBERLY,ALOISI,F,23-08-2013,07-01-2016,Analyst,25,Management,22,8,4,2,46896,23,Friday,8,2013
LILA,ANDEREGG,F,23-06-2013,07-01-2016,Analyst,25,Web,27,3,2,1,48362,23,Sunday,6,2013
WANDA,ALTENBURG,F,23-02-2013,07-01-2016,Senior Manager,35,IT,20,10,2,10,196857,23,Saturday,2,2013
CLAUDETTE,ANGWIN,F,02-02-2013,07-01-2016,Analyst,23,Marketing,20,10,3,0,49432,2,Saturday,2,2013
MITZI,APODACE,F,04-02-2014,07-01-2016,Analyst,24,Finance,23,7,4,1,42672,4,Tuesday,2,2014
GABRIELLE,ANIBAL,F,13-12-2014,07-01-2016,Analyst,25,Marketing,20,10,5,3,44373,13,Saturday,12,2014
JULIUS,ACRI,M,05-11-2014,07-01-2016,Senior Analyst,28,Marketing,23,7,3,3,69223,5,Wednesday,11,2014
ALEXANDRA,AMSLER,F,20-12-2012,07-01-2016,Manager,32,Web,26,4,2,4,138026,20,Thursday,12,2012
SAMMIE,AHLSTROM,M,01-07-2014,07-01-2016,Analyst,25,Web,15,15,2,2,44129,1,Tuesday,7,2014
LAUREN,ALVARRAN,F,17-05-2014,07-01-2016,Analyst,25,Web,25,5,3,2,47343,17,Saturday,5,2014
GEORGETTE,APOLINAR,F,23-12-2014,07-01-2016,Analyst,22,Management,21,9,2,0,42375,23,Tuesday,12,2014
ABEL,AFSHAR,M,07-04-2014,07-01-2016,Analyst,25,Operations,29,1,4,2,45083,7,Monday,4,2014
DEVON,ARIE,F,16-11-2014,07-01-2016,Analyst,25,Management,22,8,2,3,44202,16,Sunday,11,2014
DEL,ALLENSON,M,21-03-2012,07-01-2016,Senior Analyst,27,Marketing,26,4,2,1,59124,21,Wednesday,3,2012
CRISTINA,ANASTOS,F,20-07-2011,07-01-2016,Manager,33,Finance,15,15,2,7,129305,20,Wednesday,7,2011
BEN,ABUAITA,M,31-08-2014,07-01-2016,Analyst,25,Management,28,2,3,3,47477,31,Sunday,8,2014
CARA,ANDRES,F,27-01-2014,07-01-2016,Senior Analyst,26,Web,22,8,4,3,52287,27,Monday,1,2014
JANET,ALPIS,F,03-06-2013,07-01-2016,Analyst,22,IT,16,14,3,0,45527,3,Monday,6,2013
CLAUDINE,APOLITO,F,04-05-2013,07-01-2016,Analyst,24,IT,22,8,3,0,45769,4,Saturday,5,2013
OMAR,ADAMOWSKI,M,28-01-2011,07-01-2016,Senior Manager,35,Marketing,17,13,3,6,192623,28,Friday,1,2011
ANIBAL,ALEO,M,28-02-2013,07-01-2016,Analyst,24,Finance,22,8,3,0,48497,28,Thursday,2,2013
DEBBY,ARENDZ,F,22-02-2014,07-01-2016,Analyst,22,IT,16,14,4,0,48007,22,Saturday,2,2014
LEO,ABRAHAM,M,09-04-2014,07-01-2016,Analyst,24,Web,24,6,4,1,41900,9,Wednesday,4,2014
BARNEY,AITES,M,04-07-2014,07-01-2016,Analyst,25,Finance,25,5,2,2,47257,4,Friday,7,2014
GALE,ALAMBAR,M,03-12-2013,07-01-2016,Analyst,21,Web,24,6,2,0,40818,3,Tuesday,12,2013
EUGENE,ABDI,M,10-08-2014,07-01-2016,Analyst,23,Marketing,20,10,4,1,42981,10,Sunday,8,2014
